Ragione sociale;Partita IVA;Provincia;Indirizzo sede legale Regione; ultimo Bilancio Ricav delle vendite ;SISTEMA PREVALENTE
MARIANI AFFRESCHI SRL;3567700178;Brescia;Lombardia;313809;Sistema ARREDAMENTO
PASSERI INTERNATIONAL SRL;3663940488;Firenze;Toscana;311157;Sistema ARREDAMENTO
AHTOPLEX SRL;3723460964;Milano;Lombardia;306488;Sistema ARREDAMENTO
SPINI SRL;420420481;Firenze;Toscana;304114;Sistema ARREDAMENTO
BAREL SRL;1870660048;Cuneo;Piemonte;301657;Sistema ARREDAMENTO
BIANCALANI SRL;3677480489;Firenze;Toscana;299790;Sistema ARREDAMENTO
AREA4 ARREDAMENTI SRL;3370290235;Verona;Veneto;289948;Sistema ARREDAMENTO
MONTI DUE SRL;3406500409;Forlì-Cesena;Emilia-Romagna;289064;Sistema ARREDAMENTO
ELITE SRL;1261790404;Rimini;Emilia-Romagna;285918;Sistema ARREDAMENTO
IMMOBILIARE MIAN SRL;188740278;Venezia;Veneto;283951;Sistema ARREDAMENTO
BIESSE SPA;732310966;Monza e della Brianza;Lombardia;282917;Sistema ARREDAMENTO
EUROFER SRL;3280180138;Como;Lombardia;266484;Sistema ARREDAMENTO
BS COLLECTION SRL;912520244;Vicenza;Veneto;265741;Sistema ARREDAMENTO
FURLANIS RICOSTRUZIONE SRL;2651640274;Venezia;Veneto;262431;Sistema ARREDAMENTO
VILLA SRL;731730966;Milano;Lombardia;255637;Sistema ARREDAMENTO
REVER SRL;7607850968;Milano;Lombardia;254745;Sistema ARREDAMENTO
CARPANELLI IMMOBILIARE SRL;729280966;Monza e della Brianza;Lombardia;248728;Sistema ARREDAMENTO
ORTOLAN SRL;1721550935;Pordenone;Friuli-Venezia Giulia;236572;Sistema ARREDAMENTO
DOMUS CUCINE SRL;1051190930;Pordenone;Friuli-Venezia Giulia;236396;Sistema ARREDAMENTO
ARTILEGNO SRL;163410301;Udine;Friuli-Venezia Giulia;228039;Sistema ARREDAMENTO
REFINE SRL UNIPERSONALE;1573180195;Cremona;Lombardia;226101;Sistema ARREDAMENTO
VENEZIA HOMEDESIGN SRL;4606330282;Padova;Veneto;217230;Sistema ARREDAMENTO
DETAMOBILI SRL;2160940785;Cosenza;Calabria;206673;Sistema ARREDAMENTO
LG PORCELLANE SRL;6242270483;Firenze;Toscana;202199;Sistema ARREDAMENTO
EBENISTERIE D ART SRL;1979330139;Como;Lombardia;201216;Sistema ARREDAMENTO
F.C.C. SRL;3800861217;Napoli;Campania;198305;Sistema ARREDAMENTO
F.LLI BASILE INTERIORS SRL;228320651;Salerno;Campania;194953;Sistema ARREDAMENTO
PRIMUS SRL;1292720305;Udine;Friuli-Venezia Giulia;187707;Sistema ARREDAMENTO
FRATELLI TOSI SRL;3678780275;Venezia;Veneto;184978;Sistema ARREDAMENTO
AXIL CUCINA SRL;2312820794;Catanzaro;Calabria;180740;Sistema ARREDAMENTO
SEGALA ARREDAMENTI SRL;3494830239;Verona;Veneto;171691;Sistema ARREDAMENTO
QUARTET SRL;4493670725;Bari;Puglia;170313;Sistema ARREDAMENTO
FLORENCE ESPRESS SRL;4218240481;Firenze;Toscana;168370;Sistema ARREDAMENTO
ALLGARDEN SRL;4197110754;Lecce;Puglia;166268;Sistema ARREDAMENTO
ANNICO SRL;981740962;Monza e della Brianza;Lombardia;160043;Sistema ARREDAMENTO
S.I.C.E.A. SRL;163920309;Udine;Friuli-Venezia Giulia;158685;Sistema ARREDAMENTO
ERIDA SAS;1574410161;Bergamo;Lombardia;154132;Sistema ARREDAMENTO
LUXURY SOFA  SRLS.;1859100479;Pistoia;Toscana;153248;Sistema ARREDAMENTO
EUROSOLE SRL;2051740419;Pesaro Urbino;Marche;148711;Sistema ARREDAMENTO
PISANA CORNICI SRL;1305930503;Pisa;Toscana;147485;Sistema ARREDAMENTO
ACRYL STUDIO DESIGN- SRL;9390431006;Roma;Lazio;146423;Sistema ARREDAMENTO
IMART SRL;859060154;Monza e della Brianza;Lombardia;143523;Sistema ARREDAMENTO
VETRERIA LAZIALE SRL;1763000567;Viterbo;Lazio;141761;Sistema ARREDAMENTO
GREGORI SRL;1373900412;Pesaro Urbino;Marche;139713;Sistema ARREDAMENTO
TONUCCIDESIGN SRL;1186750418;Pesaro Urbino;Marche;133653;Sistema ARREDAMENTO
FLORENCE COLLECTIONS SRL;1444830473;Pistoia;Toscana;132481;Sistema ARREDAMENTO
MAISON SANTAMARIA SRL;5274850964;Monza e della Brianza;Lombardia;132438;Sistema ARREDAMENTO
HOUSEGEST ITALIA SRL;957630577;Roma;Lazio;130000;Sistema ARREDAMENTO
GED SRL;1164640268;Treviso;Veneto;128411;Sistema ARREDAMENTO
GIUSEPPE BAGGIO COLLECTION;1979330139;Como;Lombardia;120550;Sistema ARREDAMENTO
FIORENTINE KERAMOS SRL;1066960483;Firenze;Toscana;118725;Sistema ARREDAMENTO
NENCINI E MASINI SRL;2072020486;Firenze;Toscana;117290;Sistema ARREDAMENTO
BLUE HILL ITALIA SRL;5481340486;Firenze;Toscana;116249;Sistema ARREDAMENTO
ROSINI SRL (PT);513410472;Pistoia;Toscana;108542;Sistema ARREDAMENTO
ADELE-C SRL;6408850961;Milano;Lombardia;98838;Sistema ARREDAMENTO
VETROVIVO SRL;3060500364;Modena;Emilia-Romagna;98673;Sistema ARREDAMENTO
ITALCORNICI SRL (MB);718030968;Monza e della Brianza;Lombardia;95398;Sistema ARREDAMENTO
TIEMME MOBILI D ARTE SRL;869820480;Firenze;Toscana;93395;Sistema ARREDAMENTO
LEVA SRL;2166760757;Lecce;Puglia;93328;Sistema ARREDAMENTO
GREEN SRL (MI);11071040155;Milano;Lombardia;93064;Sistema ARREDAMENTO
SILTA SRL;1025680594;Napoli;Campania;85227;Sistema ARREDAMENTO
CLASSIC DESIGN SRL;876690967;Monza e della Brianza;Lombardia;75678;Sistema ARREDAMENTO
ROVEA SRL-;652850249;Vicenza;Veneto;74498;Sistema ARREDAMENTO
FERRO MURANO SRL;3376690271;Venezia;Veneto;69072;Sistema ARREDAMENTO
DIVANIDAMARE SRL;3925830402;Forlì-Cesena;Emilia-Romagna;63483;Sistema ARREDAMENTO
IDEA SRL;2017470424;Ancona;Marche;60000;Sistema ARREDAMENTO
ERMES GRUPPO INDUSTRIALE SRL;4490730720;Bari;Puglia;59500;Sistema ARREDAMENTO
BISSOLI F.LLI SRL;2997460239;Verona;Veneto;58408;Sistema ARREDAMENTO
DOMIHOLD SRL -;1664340302;Udine;Friuli-Venezia Giulia;52715;Sistema ARREDAMENTO
BI.GI.BI. SRL;1504320506;Pisa;Toscana;37517;Sistema ARREDAMENTO
L AUTENTICO MOBILE VENETO;4171180237;Verona;Veneto;34286;Sistema ARREDAMENTO
AGOS.GROUP SRL;747510550;Terni;Umbria;32408;Sistema ARREDAMENTO
GIEMMEGI CUCINE SRL;3099680484;Firenze;Toscana;27607;Sistema ARREDAMENTO
HR SRL;2085650022;Varese;Lombardia;16091;Sistema ARREDAMENTO
S.M.A. SPA;881530265;Treviso;Veneto;7570;Sistema ARREDAMENTO
NOVELLINI SPA;690100201;Mantova;Lombardia;108044983;Sistema ARREDOBAGNO
IDEAL STANDARD ITALIA SRL;9030860150;Milano;Lombardia;99933810;Sistema ARREDOBAGNO
PAINI SPA RUBINETTERIE;260150032;Novara;Piemonte;88713498;Sistema ARREDOBAGNO
GESSI SPA;2235360027;Vercelli;Piemonte;79101074;Sistema ARREDOBAGNO
RADIATORI 2000 SPA;3554100176;Bergamo;Lombardia;75897381;Sistema ARREDOBAGNO
CARLO NOBILI SPA;260820030;Novara;Piemonte;74172581;Sistema ARREDOBAGNO
CORDIVARI SRL;735570673;Teramo;Abruzzo;69330459;Sistema ARREDOBAGNO
IRSAP SPA;40070294;Rovigo;Veneto;65159809;Sistema ARREDOBAGNO
RUBINETTERIA PAFFONI SPA;250430030;Novara;Piemonte;60678938;Sistema ARREDOBAGNO
DUKA AG;1583690217;Bolzano/Bozen;Trentino-Alto Adige;59453512;Sistema ARREDOBAGNO
GROHE SPA;4082900152;Milano;Lombardia;56360482;Sistema ARREDOBAGNO
CRISTINA SRL;309260032;Novara;Piemonte;43620871;Sistema ARREDOBAGNO
INDA SRL;3868760962;Bergamo;Lombardia;42001598;Sistema ARREDOBAGNO
MARCO MAMMOLITI SPA;470390071;Valle d'Aosta/Vallée d'Aoste;Valle d'Aosta/Vallée d'Aoste;38710869;Sistema ARREDOBAGNO
HUBER CISAL INDUSTRIE SPA;461050031;Novara;Piemonte;38100812;Sistema ARREDOBAGNO
REMER RUBINETTERIE SPA;11400010150;Milano;Lombardia;37459728;Sistema ARREDOBAGNO
CERAMICA GLOBO SPA;273310565;Roma;Lazio;34800304;Sistema ARREDOBAGNO
NEWFORM SPA;1775520024;Vercelli;Piemonte;34607726;Sistema ARREDOBAGNO
ZEHNDER GROUP ITALIA SRL;12132970158;Modena;Emilia-Romagna;34048981;Sistema ARREDOBAGNO
ERCOS SPA;298890179;Brescia;Lombardia;32584255;Sistema ARREDOBAGNO
SAMO SPA;226580231;Verona;Veneto;32337102;Sistema ARREDOBAGNO
BOSSINI SPA;721290989;Brescia;Lombardia;32268133;Sistema ARREDOBAGNO
WTS SPA;3564860173;Brescia;Lombardia;31702148;Sistema ARREDOBAGNO
IDROSANITARIA BONOMI SPA;547630988;Brescia;Lombardia;30311189;Sistema ARREDOBAGNO
IDEA SRL DIVISIONE BAGNI;1982150268;Treviso;Veneto;29609975;Sistema ARREDOBAGNO
JACUZZI EUROPE SPA;74410937;Pordenone;Friuli-Venezia Giulia;28675922;Sistema ARREDOBAGNO
BISAZZA SPA (UNIPERSONALE);1150510939;Vicenza;Veneto;27431818;Sistema ARREDOBAGNO
FRATELLI FANTINI SPA;582310033;Novara;Piemonte;27346576;Sistema ARREDOBAGNO
ZUCCHETTI RUBINETTERIA SPA;113450035;Novara;Piemonte;26937195;Sistema ARREDOBAGNO
ARBI ARREDOBAGNO SRL;1250700935;Pordenone;Friuli-Venezia Giulia;26842287;Sistema ARREDOBAGNO
ANTONIO LUPI DESIGN SPA;4980750485;Firenze;Toscana;26137205;Sistema ARREDOBAGNO
ARBLU SRL;1301710933;Pordenone;Friuli-Venezia Giulia;26068619;Sistema ARREDOBAGNO
GEDY SPA;854120151;Milano;Lombardia;25843111;Sistema ARREDOBAGNO
GLASS 1989 SRL;230610164;Treviso;Veneto;25441967;Sistema ARREDOBAGNO
BADEN HAUS SPA;1148160441;Ascoli Piceno;Marche;25293775;Sistema ARREDOBAGNO
GRUPPO SANITARI ITALIA SPA;1369180565;Viterbo;Lazio;24292896;Sistema ARREDOBAGNO
RUBINETTERIE RITMONIO SRL;1495130021;Vercelli;Piemonte;23608481;Sistema ARREDOBAGNO
SFA ITALIA SPA;4917050157;Pavia;Lombardia;23068678;Sistema ARREDOBAGNO
CERAMICA CIELO SPA;1622510566;Viterbo;Lazio;22322737;Sistema ARREDOBAGNO
CERAMICA FLAMINIA S.P.A-;61720561;Viterbo;Lazio;22126021;Sistema ARREDOBAGNO
COMPAB SRL;1274190931;Pordenone;Friuli-Venezia Giulia;21567053;Sistema ARREDOBAGNO
GALASSIA SPA;322850561;Viterbo;Lazio;21495080;Sistema ARREDOBAGNO
HANSGROHE SRL;4235310010;Asti;Piemonte;21094596;Sistema ARREDOBAGNO
POLIRIM SRL;1755140165;Bergamo;Lombardia;20715549;Sistema ARREDOBAGNO
COLOMBO DESIGN SPA;2007010164;Bergamo;Lombardia;20619001;Sistema ARREDOBAGNO
M E Z RUBINETTERIE;1138340037;Novara;Piemonte;20548527;Sistema ARREDOBAGNO
SANIPLAST SPA;295090179;Brescia;Lombardia;20088924;Sistema ARREDOBAGNO
T.D.A. SRL;2149150985;Brescia;Lombardia;18816806;Sistema ARREDOBAGNO
VICARIO ARMANDO E C. SRL;1131500033;Novara;Piemonte;18726233;Sistema ARREDOBAGNO
FIMA CARLO FRATTINI SPA;581420031;Novara;Piemonte;18154914;Sistema ARREDOBAGNO
ALMAR SRL;1654190121;Varese;Lombardia;17356427;Sistema ARREDOBAGNO
VISMARAVETRO SRL;1768720136;Como;Lombardia;16874054;Sistema ARREDOBAGNO
ARCOM SRL (PN);1345380933;Pordenone;Friuli-Venezia Giulia;16548508;Sistema ARREDOBAGNO
RUBINETTERIE EURORAMA SPA -;186860029;Vercelli;Piemonte;15935608;Sistema ARREDOBAGNO
MEGIUS SPA;606720282;Padova;Veneto;15725757;Sistema ARREDOBAGNO
BERLONI BAGNO SRL;425040417;Pesaro Urbino;Marche;15202378;Sistema ARREDOBAGNO
RUBINETTERIE 3 M SOC.R.L.;109100529;Siena;Toscana;14242299;Sistema ARREDOBAGNO
DELTACALOR SRL;2267610968;Lecco;Lombardia;14218521;Sistema ARREDOBAGNO
SAVINI SRL;96910674;Teramo;Abruzzo;14064503;Sistema ARREDOBAGNO
G.T. COMIS SPA;206750382;Ferrara;Emilia-Romagna;14024508;Sistema ARREDOBAGNO
AZZURRA GROUP SRL;1109860930;Pordenone;Friuli-Venezia Giulia;13836850;Sistema ARREDOBAGNO
DURAVIT ITALIA SRL;2254060391;Ravenna;Emilia-Romagna;13789610;Sistema ARREDOBAGNO
CEADESIGN SRL;1628190249;Vicenza;Veneto;13430084;Sistema ARREDOBAGNO
PROVEX INDUSTRIE G.M.B.H.;1666900210;Bolzano/Bozen;Trentino-Alto Adige;13411404;Sistema ARREDOBAGNO
CERAMICA ALTHEA SPA;1452830563;Viterbo;Lazio;13094618;Sistema ARREDOBAGNO
AGAPE SRL;523620201;Mantova;Lombardia;13039107;Sistema ARREDOBAGNO
GRUPPO RAGAINI SPA;375690427;Ancona;Marche;12820458;Sistema ARREDOBAGNO
STARPOOL SRL;1397570225;Trento;Trentino-Alto Adige;12699092;Sistema ARREDOBAGNO
EFFEGIBI SRL;3914050400;Forlì-Cesena;Emilia-Romagna;12239777;Sistema ARREDOBAGNO
CERASA SPA;1917130260;Treviso;Veneto;12195242;Sistema ARREDOBAGNO
LAZZARINI SRL;3903640260;Treviso;Veneto;11740656;Sistema ARREDOBAGNO
AGORA  SPA;1400330930;Pordenone;Friuli-Venezia Giulia;11467685;Sistema ARREDOBAGNO
HAFRO SRL;3201080276;Venezia;Veneto;11452290;Sistema ARREDOBAGNO
NICOLAZZI SPA;115930034;Novara;Piemonte;11393405;Sistema ARREDOBAGNO
PUNTO TRE SRL;598550937;Pordenone;Friuli-Venezia Giulia;11366084;Sistema ARREDOBAGNO
ARTESI SRL;622470938;Pordenone;Friuli-Venezia Giulia;10800675;Sistema ARREDOBAGNO
TUBES RADIATORI SRL;1964080269;Treviso;Veneto;10507068;Sistema ARREDOBAGNO
FORTE SRL;4508330729;Bari;Puglia;10439166;Sistema ARREDOBAGNO
SIRO SRL;962220232;Verona;Veneto;10093551;Sistema ARREDOBAGNO
ALPI SPA (NO);1226740031;Novara;Piemonte;9943260;Sistema ARREDOBAGNO
DISEGNO CERAMICA SRL;1419380561;Viterbo;Lazio;9757938;Sistema ARREDOBAGNO
KERASAN SRL;56090566;Viterbo;Lazio;9658551;Sistema ARREDOBAGNO
BRANDONI SPA;113680037;Novara;Piemonte;9532350;Sistema ARREDOBAGNO
FALEGNAMERIA ADRIATICA SRL;979710449;Ascoli Piceno;Marche;9527357;Sistema ARREDOBAGNO
I B RUBINETTERIE SPA;1785230986;Brescia;Lombardia;9184925;Sistema ARREDOBAGNO
BOX DOCCE 2B SPA;1331620367;Modena;Emilia-Romagna;9133504;Sistema ARREDOBAGNO
GATTONI RUBINETTERIA SPA;118710037;Novara;Piemonte;9122885;Sistema ARREDOBAGNO
SCARABEO CERAMICHE SRL;4412451009;Viterbo;Lazio;8939657;Sistema ARREDOBAGNO
TONON FORTY SPA;3929290264;Treviso;Veneto;8937585;Sistema ARREDOBAGNO
A.R.T. CERAM. SRL;345530562;Viterbo;Lazio;8851197;Sistema ARREDOBAGNO
RUBINETTERIE F.LLI FRATTINI;125260034;Novara;Piemonte;8724606;Sistema ARREDOBAGNO
PONTE GIULIO SPA;95780557;Terni;Umbria;8571253;Sistema ARREDOBAGNO
ARTELINEA SPA;1931920480;Firenze;Toscana;8410707;Sistema ARREDOBAGNO
DISENIA SRL;4104960267;Pordenone;Friuli-Venezia Giulia;8165845;Sistema ARREDOBAGNO
SAPAL SRL;314050568;Viterbo;Lazio;8069690;Sistema ARREDOBAGNO
AGRISILOS SRL;116110198;Cremona;Lombardia;8055496;Sistema ARREDOBAGNO
GB GROUP SRL;2060770415;Pesaro Urbino;Marche;7945370;Sistema ARREDOBAGNO
OASIS SRL;609910930;Pordenone;Friuli-Venezia Giulia;7934728;Sistema ARREDOBAGNO
BELLOSTA CARLO E C. SRL;226050037;Novara;Piemonte;7923133;Sistema ARREDOBAGNO
PDP BOX DOCCIA SPA;2106990241;Vicenza;Veneto;7670654;Sistema ARREDOBAGNO
C.R. SRL (MO);1592220360;Modena;Emilia-Romagna;7558124;Sistema ARREDOBAGNO
GRUPPO TRE S SPA;1435630569;Viterbo;Lazio;7545753;Sistema ARREDOBAGNO
EMMEVI RUBINETTERIE SRL;1475150031;Novara;Piemonte;7480307;Sistema ARREDOBAGNO
RENATO PIRALLA SRL;121250039;Novara;Piemonte;7441040;Sistema ARREDOBAGNO
LINEABETA SPA;1262440249;Vicenza;Veneto;7357775;Sistema ARREDOBAGNO
FALPER SRL;514511203;Bologna;Emilia-Romagna;7236941;Sistema ARREDOBAGNO
MOBILDUENNE SRL;1259050449;Ascoli Piceno;Marche;7226084;Sistema ARREDOBAGNO
AQUA SRL;2240950267;Treviso;Veneto;6970084;Sistema ARREDOBAGNO
MILLDUE SPA;544260268;Treviso;Veneto;6898933;Sistema ARREDOBAGNO
F.LLI STOCCO SRL;324950286;Padova;Veneto;6856649;Sistema ARREDOBAGNO
DANIEL RUBINETTERIE SPA;3310770171;Milano;Lombardia;6833211;Sistema ARREDOBAGNO
PALAZZANI.EU SRL;3452000981;Brescia;Lombardia;6577256;Sistema ARREDOBAGNO
GNUTTI RUBINETTERIE SRL;3227870981;Brescia;Lombardia;6569269;Sistema ARREDOBAGNO
CALFLEX SRL;1099690032;Verbano-Cusio-Ossola;Piemonte;6524737;Sistema ARREDOBAGNO
ANTRAX IT SRL;3463880264;Treviso;Veneto;6489710;Sistema ARREDOBAGNO
RIFRA MILANO SRL;711080960;Monza e della Brianza;Lombardia;6483295;Sistema ARREDOBAGNO
ARDECO SRL;1241960937;Pordenone;Friuli-Venezia Giulia;6399693;Sistema ARREDOBAGNO
RUBINETTERIE MARIANI SRL;3442080168;Bergamo;Lombardia;6377527;Sistema ARREDOBAGNO
RUBINETTERIA BUGNATESE SRL;265030031;Novara;Piemonte;6305825;Sistema ARREDOBAGNO
CASABATH SRL;1016020503;Pisa;Toscana;6288419;Sistema ARREDOBAGNO
VETRARIA COGLIATI SRL;2730150964;Monza e della Brianza;Lombardia;6218165;Sistema ARREDOBAGNO
CAVALLI SRL (VA);1547580124;Varese;Lombardia;6093887;Sistema ARREDOBAGNO
D.M.P. ELECTRONICS SRL;222410672;Teramo;Abruzzo;6069649;Sistema ARREDOBAGNO
INDUSTRIE BONOMI BAGNI;685600983;Brescia;Lombardia;6052330;Sistema ARREDOBAGNO
MODULNOVA BAGNI SRL;1423590932;Pordenone;Friuli-Venezia Giulia;6006686;Sistema ARREDOBAGNO
MAKKAN S.R.L;3577370269;Treviso;Veneto;5995680;Sistema ARREDOBAGNO
FIR ITALIA SPA;5082080150;Milano;Lombardia;5994938;Sistema ARREDOBAGNO
C.S.A. SRL;3960310013;Torino;Piemonte;5909289;Sistema ARREDOBAGNO
SEBA ARREDO BAGNO SRL;2260860446;Ascoli Piceno;Marche;5904383;Sistema ARREDOBAGNO
WEBERT INDUSTRY SRL;2451430033;Novara;Piemonte;5902084;Sistema ARREDOBAGNO
OLYMPIA CERAMICA SRL;1548170560;Viterbo;Lazio;5773132;Sistema ARREDOBAGNO
ARCHEDA SRL;1271450932;Pordenone;Friuli-Venezia Giulia;5699140;Sistema ARREDOBAGNO
WEISS-STERN SRL;3241500267;Treviso;Veneto;5695934;Sistema ARREDOBAGNO
RELAX SRL;3409730276;Venezia;Veneto;5688170;Sistema ARREDOBAGNO
CALEIDO SRL;2166350179;Brescia;Lombardia;5649763;Sistema ARREDOBAGNO
LA TORRE SRL;625010038;Novara;Piemonte;5600891;Sistema ARREDOBAGNO
PROGETTO IDEA STELLA SRL;1487030445;Ascoli Piceno;Marche;5585802;Sistema ARREDOBAGNO
ROBERTO CROLLA SRL;217840032;Verbano-Cusio-Ossola;Piemonte;5573784;Sistema ARREDOBAGNO
MARIO BONGIO SRL;1130340035;Novara;Piemonte;5534213;Sistema ARREDOBAGNO
CIMA ARREDOBAGNO SRL;652360983;Brescia;Lombardia;5521758;Sistema ARREDOBAGNO
NUOVA OSMO SRL;1436020034;Novara;Piemonte;5265728;Sistema ARREDOBAGNO
COLBAM SRL;96820568;Viterbo;Lazio;5236652;Sistema ARREDOBAGNO
RUBINETTERIE ZAZZERI SPA;435690482;Firenze;Toscana;5023287;Sistema ARREDOBAGNO
BLOB SRL;3008890265;Treviso;Veneto;5001580;Sistema ARREDOBAGNO
IDEAL BAGNI SRL;1310910938;Pordenone;Friuli-Venezia Giulia;4967131;Sistema ARREDOBAGNO
EURO MARKETING 90 SRL;1086240437;Macerata;Marche;4811759;Sistema ARREDOBAGNO
R.C.R. SRL;1444980930;Pordenone;Friuli-Venezia Giulia;4707573;Sistema ARREDOBAGNO
KOH I NOOR;716390125;Varese;Lombardia;4616908;Sistema ARREDOBAGNO
NOVELLO SRL (VE);297150278;Venezia;Veneto;4552195;Sistema ARREDOBAGNO
RUBINETTERIE STELLA SPA;834100158;Novara;Piemonte;4524407;Sistema ARREDOBAGNO
MOBILTESINO SRL;354690448;Ascoli Piceno;Marche;4492714;Sistema ARREDOBAGNO
VEMA SRL (NO);1780580039;Novara;Piemonte;4451887;Sistema ARREDOBAGNO
MARGAROLI SRL;126340033;Novara;Piemonte;4343364;Sistema ARREDOBAGNO
GUGLIELMI SPA RUBINETTERIE;1281990026;Novara;Piemonte;4342966;Sistema ARREDOBAGNO
GEDA SRL;1018780930;Pordenone;Friuli-Venezia Giulia;4276539;Sistema ARREDOBAGNO
PROGETTO SRL (SI);2086740566;Siena;Toscana;4216711;Sistema ARREDOBAGNO
FRO-MAC RUBINETTERIA SRL;555150986;Brescia;Lombardia;4146914;Sistema ARREDOBAGNO
MARINER RUBINETTERIE SRL;1377080039;Verbano-Cusio-Ossola;Piemonte;4096457;Sistema ARREDOBAGNO
IVAB SRL;1749420988;Brescia;Lombardia;4061261;Sistema ARREDOBAGNO
PI.BA.MARMI SRL;152040242;Vicenza;Veneto;3993706;Sistema ARREDOBAGNO
MOBIL CRAB SRL;5850180158;Milano;Lombardia;3883359;Sistema ARREDOBAGNO
MASTELLA SRL SRL;1767460262;Treviso;Veneto;3692565;Sistema ARREDOBAGNO
CALIBE SRL;1985051208;Bologna;Emilia-Romagna;3629458;Sistema ARREDOBAGNO
BREM SRL;2297300168;Milano;Lombardia;3628709;Sistema ARREDOBAGNO
LASAIDEA SPA;636500522;Siena;Toscana;3561403;Sistema ARREDOBAGNO
EBAN SRL;1348430438;Macerata;Marche;3554855;Sistema ARREDOBAGNO
BMT SRL;156320418;Pesaro Urbino;Marche;3496962;Sistema ARREDOBAGNO
INOVA SRL;2384600413;Pesaro Urbino;Marche;3461763;Sistema ARREDOBAGNO
BAGNO E CO. SRL;2185740418;Pesaro Urbino;Marche;3444819;Sistema ARREDOBAGNO
NIC SRL;1722730569;Viterbo;Lazio;3408470;Sistema ARREDOBAGNO
GAIA SRL;2827180361;Reggio nell'Emilia;Emilia-Romagna;3396404;Sistema ARREDOBAGNO
R.T.M. SRL;2183950167;Bergamo;Lombardia;3387085;Sistema ARREDOBAGNO
REXA DESIGN SRL;1622570933;Pordenone;Friuli-Venezia Giulia;3320369;Sistema ARREDOBAGNO
LACUS SRL;2358670368;Modena;Emilia-Romagna;3210749;Sistema ARREDOBAGNO
QUADRO SRL;3264580964;Novara;Piemonte;3207059;Sistema ARREDOBAGNO
NEVE RUBINETTERIE SRL;113590038;Novara;Piemonte;3183628;Sistema ARREDOBAGNO
POZZEBON SRL;3366730269;Treviso;Veneto;3101086;Sistema ARREDOBAGNO
RAINBOX SRL;2703210605;Frosinone;Lazio;3066358;Sistema ARREDOBAGNO
STENAL SRL;3305310280;Padova;Veneto;3062054;Sistema ARREDOBAGNO
INSAB INDUSTRIE SALERI;2259850986;Brescia;Lombardia;3061156;Sistema ARREDOBAGNO
GLASS DESIGN SRL;3519970481;Firenze;Toscana;3040056;Sistema ARREDOBAGNO
FLEX.DOCCIA SRL;2203720038;Novara;Piemonte;3012225;Sistema ARREDOBAGNO
PIETRO SIGNORINI E FIGLI SRL;430600486;Prato;Toscana;3003048;Sistema ARREDOBAGNO
KODICEBAGNO SRL;2108370228;Trento;Trentino-Alto Adige;2979317;Sistema ARREDOBAGNO
PENTAGONO RUBINETTERIE SRL;3535730174;Brescia;Lombardia;2936689;Sistema ARREDOBAGNO
GEROMIN GIUSEPPE SRL;2709880278;Venezia;Veneto;2928512;Sistema ARREDOBAGNO
KIOS ARREDAMENTI SRL;1376730931;Pordenone;Friuli-Venezia Giulia;2899460;Sistema ARREDOBAGNO
SANITOSCO1984 SRL;3562140487;Firenze;Toscana;2779496;Sistema ARREDOBAGNO
MAKRO SRL;3544350287;Padova;Veneto;2745704;Sistema ARREDOBAGNO
PLANIT SRL;1497630218;Bolzano/Bozen;Trentino-Alto Adige;2722347;Sistema ARREDOBAGNO
SERIGLASS SRL;1655170403;Forlì-Cesena;Emilia-Romagna;2674556;Sistema ARREDOBAGNO
SCIROCCO H SRL;1724670037;Novara;Piemonte;2664277;Sistema ARREDOBAGNO
FERBOX SRL;1113470445;Fermo;Marche;2643149;Sistema ARREDOBAGNO
SMAVIT SPA;1693310565;Viterbo;Lazio;2607044;Sistema ARREDOBAGNO
GABOLI F.LLI SRL;197800030;Novara;Piemonte;2583926;Sistema ARREDOBAGNO
SIREN SRL;1623250030;Novara;Piemonte;2572703;Sistema ARREDOBAGNO
STILHAUS ARREDO BAGNO SRL;1663540563;Viterbo;Lazio;2482233;Sistema ARREDOBAGNO
CAPANNOLI G.F. SRL;522920529;Siena;Toscana;2434690;Sistema ARREDOBAGNO
LEGNOBAGNO SRL;1631650593;Latina;Lazio;2424621;Sistema ARREDOBAGNO
PORTA E BINI SRL;183870039;Novara;Piemonte;2380424;Sistema ARREDOBAGNO
R A B SRL;2143300263;Treviso;Veneto;2369042;Sistema ARREDOBAGNO
CAOS SRL;1663060976;Prato;Toscana;2294240;Sistema ARREDOBAGNO
KI. E KO. SRL;8703411002;Roma;Lazio;2270918;Sistema ARREDOBAGNO
HANSA ITALIANA SRL;542820980;Verona;Veneto;2266955;Sistema ARREDOBAGNO
EFFEPI SRL;551900988;Brescia;Lombardia;2190214;Sistema ARREDOBAGNO
CIPI  SRL;3351950401;Forlì-Cesena;Emilia-Romagna;2166818;Sistema ARREDOBAGNO
GSG CERAMIC DESIGN SRL;5095691001;Roma;Lazio;2106420;Sistema ARREDOBAGNO
ILMA SRL;1245590938;Pordenone;Friuli-Venezia Giulia;2093970;Sistema ARREDOBAGNO
GRAN TOUR SRL;3009610654;Salerno;Campania;2078131;Sistema ARREDOBAGNO
EUROCORNICI SRL;951540442;Ascoli Piceno;Marche;1994600;Sistema ARREDOBAGNO
I.S.A. IDROSANITARIA SRL;565270980;Brescia;Lombardia;1982485;Sistema ARREDOBAGNO
RUBINETTERIA QUARANTA SRL;1486660036;Novara;Piemonte;1974041;Sistema ARREDOBAGNO
